rank	gene	score
13408	MREG	2.6722084458787514e-06
13409	MAST4	2.6717970090508627e-06
13410	ADGB	2.671256088461813e-06
13411	SCAMP3	2.6710554278781363e-06
13412	GALNT15	2.670830134160024e-06
13413	TP53INP2	2.669979128233035e-06
13414	OR52W1	2.6699018101684304e-06
13415	CEP68	2.6682601063122242e-06
13416	ZNF394	2.6675990486242675e-06
13417	DUS4L	2.6673154579141255e-06
13418	DYDC2	2.6671378156069985e-06
13419	PIRT	2.6667969570617185e-06
13420	PRSS50	2.666015325321711e-06
13421	KRTAP24-1	2.6635884661158767e-06
13422	SNX20	2.6634048260266495e-06
13423	DCLK2	2.6624957540186123e-06
13424	ZBTB25	2.662056437014119e-06
13425	TMEM25	2.6617880623577988e-06
13426	GABRP	2.6615224974345046e-06
13427	ARPIN	2.6604585412203167e-06
13428	C2orf49	2.6589421180995744e-06
13429	TEX13B	2.6580944005042815e-06
13430	TMEM33	2.6574207847353345e-06
13431	KRTAP9-8	2.6563424060073228e-06
13432	SPATA6	2.656248783808493e-06
13433	TRMT12	2.656235253190833e-06
13434	TTLL11	2.6559535355643435e-06
13435	GALNT17	2.6559082759115043e-06
13436	MYRIP	2.6557920732044056e-06
13437	THAP11	2.655096766302838e-06
13438	MAP7	2.6523183556538033e-06
13439	NBPF15	2.6518145756419063e-06
13440	NIPAL4	2.6507595504440537e-06
13441	SKIDA1	2.6501907636868316e-06
13442	CDCP2	2.6496938961385205e-06
13443	TEKTIP1	2.6484366910913586e-06
13444	HAAO	2.6470882098211696e-06
13445	MAN1C1	2.6468729402403195e-06
13446	SIRPB1	2.6467251786682383e-06
13447	POTEB2	2.6461651880138343e-06
13448	SDR9C7	2.646152883797227e-06
13449	ILDR1	2.6453980482541135e-06
13450	SPATC1	2.6452344754926584e-06
13451	LRRC8E	2.6451822905387333e-06
13452	HEPACAM	2.644393385978274e-06
13453	EEIG1	2.6439138138998957e-06
13454	KCNIP1	2.6431315036313163e-06
13455	SPPL2C	2.64295862980722e-06
13456	LRRC27	2.64238204293113e-06
13457	FAHD2A	2.641008530695941e-06
13458	DDX43	2.6389089982933094e-06
13459	SNX24	2.637752782165343e-06
13460	CCDC120	2.6370809490892107e-06
13461	TPRA1	2.6356038834027235e-06
13462	TTPA	2.6343887631929115e-06
13463	PPIAL4E	2.6332214319707247e-06
13464	LOC122455342	2.63298552747658e-06
13465	N4BP2L2	2.6328837070179165e-06
13466	WASHC2C	2.631526218486392e-06
13467	C16orf54	2.6313490040868908e-06
13468	ZNF865	2.6313386903994117e-06
13469	PTER	2.63083473362515e-06
13470	TMEM248	2.6283081522543596e-06
13471	MBLAC2	2.628290141664125e-06
13472	PTGR1	2.6257809717914502e-06
13473	IRX5	2.6252118118546465e-06
13474	SNX11	2.6246578523521133e-06
13475	OR7A5	2.624472951951114e-06
13476	DOLPP1	2.6231454259968988e-06
13477	FILIP1	2.6228580846763447e-06
13478	SSX4	2.6224052382308506e-06
13479	GDF10	2.6220712485559655e-06
13480	FLVCR2	2.6217234859501696e-06
13481	HSD11B1L	2.6216683622675854e-06
13482	OR2A1	2.6209706827118623e-06
13483	OSBPL6	2.6196567633966173e-06
13484	GCSAM	2.6187229108405446e-06
13485	KLHDC1	2.6180325454812697e-06
13486	EPPIN	2.617175725610998e-06
13487	FNDC4	2.6169616049810032e-06
13488	SZRD1	2.6161103996617804e-06
13489	DEFB104A	2.615699773471496e-06
13490	KLF16	2.6141875120573385e-06
13491	ABHD17B	2.6135434069007503e-06
13492	GDAP2	2.6134317868984234e-06
13493	DYM	2.613194619041092e-06
13494	SLC27A6	2.61318350731671e-06
13495	TMEM41B	2.6111372993322874e-06
13496	OR1E2	2.610988542879206e-06
13497	TXNDC17	2.6109805339187767e-06
13498	VWA7	2.6093573160984e-06
13499	PNRC1	2.6088623815686165e-06
13500	SLC29A3	2.608600440138018e-06
13501	TMEM69	2.6075170491458798e-06
13502	PON3	2.605698941385863e-06
13503	VRTN	2.6046036500256193e-06
13504	C1orf167	2.603633153161317e-06
13505	BOLA3	2.602952139495584e-06
13506	DEFB106B	2.6029266651046765e-06
13507	CA14	2.5999843158771933e-06
13508	FRMPD4	2.5994841169330612e-06
13509	CDK5R2	2.599384079894465e-06
13510	CSAD	2.5990107733324575e-06
13511	GPRASP1	2.598706736748889e-06
13512	TMCO3	2.59675628184211e-06
13513	KCNK18	2.5966902806677613e-06
13514	CFAP184	2.5951351203126253e-06
13515	MTMR10	2.5943584326461117e-06
13516	ANKRD40	2.594259495833067e-06
13517	MRC2	2.593917191356864e-06
13518	SEMA4F	2.593065530907229e-06
13519	ADGRL4	2.5925007970266273e-06
13520	CCSER2	2.5907505480510376e-06
13521	OR9Q2	2.5902577147813605e-06
13522	PYROXD1	2.5892082334891436e-06
13523	BPY2	2.5887044929109484e-06
13524	GIMAP8	2.588062090049164e-06
13525	OR7A10	2.588034567062166e-06
13526	TTC21A	2.5878469581101464e-06
13527	PAQR8	2.587838837275147e-06
13528	MYADM	2.5867132216889513e-06
13529	GPALPP1	2.58588064556401e-06
13530	SH3YL1	2.584839946220448e-06
13531	UNKL	2.584364978858278e-06
13532	GPR176	2.5843335325302838e-06
13533	PCDH9	2.58392154378261e-06
13534	ZNF473	2.5830098260539886e-06
13535	PRLHR	2.582289922896792e-06
13536	CCDC183	2.5806036096173458e-06
13537	ALPK3	2.5797233510711984e-06
13538	DOK6	2.5794788533244457e-06
13539	SLC52A3	2.5791363409131715e-06
13540	ANKLE1	2.5789527453231115e-06
13541	TAS2R3	2.5785922977443006e-06
13542	ADAMTSL2	2.578564442367925e-06
13543	BHLHA9	2.577531498674521e-06
13544	STEAP2	2.5772979319045457e-06
13545	OR8A1	2.5771122886384303e-06
13546	NAP1L2	2.577112124693701e-06
13547	SPATA46	2.5767555934852446e-06
13548	MIIP	2.5765634279811242e-06
13549	ADTRP	2.5752979619332485e-06
13550	DMRT2	2.574186713267837e-06
13551	SPNS3	2.573908894217832e-06
13552	CFAP44	2.5737829816649003e-06
13553	CLDN24	2.5729714649986476e-06
13554	B3GNT9	2.572903090217115e-06
13555	MCUB	2.5715743356839116e-06
13556	CLPTM1	2.5714896389747458e-06
13557	CDHR5	2.5711184387523618e-06
13558	CIAO2A	2.5705493178827725e-06
13559	IGSF1	2.570354452356514e-06
13560	INTS6L	2.5697200014876887e-06
13561	PAGE5	2.5694757813533854e-06
13562	MCTP1	2.5690920597911192e-06
13563	MAGEH1	2.5689002927314463e-06
13564	TSPAN2	2.568661508587813e-06
13565	PSG11	2.5686097749132484e-06
13566	SLC30A7	2.5684891147405556e-06
13567	TOX	2.5667268270189324e-06
13568	SYTL2	2.566191183608971e-06
13569	ZNF331	2.5651389814683123e-06
13570	PSD	2.565121798971173e-06
13571	CLK4	2.5640700514993683e-06
13572	SLC12A6	2.563856120432932e-06
13573	TAS2R30	2.5629064082208787e-06
13574	RNASE12	2.5626854836689434e-06
13575	TBCK	2.5620026237548373e-06
13576	ZSCAN22	2.5610627921707e-06
13577	SYCN	2.5608149978412136e-06
13578	ZNF462	2.5607358762219163e-06
13579	ASGR2	2.5604385412008654e-06
13580	ATF7IP2	2.5596347670987814e-06
13581	DDX25	2.5573610085678592e-06
13582	COA5	2.5557858807076505e-06
13583	TOGARAM1	2.5548391970348608e-06
13584	ARHGAP28	2.5536562921629235e-06
13585	SLC25A22	2.553216318639758e-06
13586	GALNTL6	2.552894162496781e-06
13587	RFPL4B	2.5528855383083026e-06
13588	CST6	2.551980253905888e-06
13589	SNX7	2.5512490814374467e-06
13590	ZAN	2.550936946697647e-06
13591	SMAP2	2.5506669429534437e-06
13592	PSAPL1	2.5500231351412253e-06
13593	DACT2	2.549767179134247e-06
13594	TMEM87A	2.5494926162637997e-06
13595	DNAH3	2.5473236265560366e-06
13596	ANKRD50	2.5472674641955853e-06
13597	MAGEB2	2.5471543573236283e-06
13598	FAM171A1	2.54523236702693e-06
13599	CATIP	2.5451986327814077e-06
13600	SYAP1	2.5449059107202343e-06
13601	CD300LD	2.5446249553706127e-06
13602	ZFP37	2.5420701035954026e-06
13603	PRSS12	2.54195155692103e-06
13604	TANC2	2.540797211540688e-06
13605	PCSK1N	2.5407053352314857e-06
13606	IQCE	2.540702642768093e-06
13607	SLC25A18	2.53981395298441e-06
13608	GIMAP5	2.5395828753013193e-06
13609	GPR35	2.539376047829918e-06
13610	CCDC13	2.5386246165507104e-06
13611	PLPPR4	2.537153527714939e-06
13612	DEFB127	2.5371091523491144e-06
13613	CLDN34	2.536091649544164e-06
13614	NDST3	2.5358327561626106e-06
13615	ZNF117	2.534869705612889e-06
13616	RBM46	2.5347679138552253e-06
13617	DGCR6	2.534179342624522e-06
13618	CNIH4	2.5341684617762405e-06
13619	TMPRSS11A	2.5332055601487254e-06
13620	CD320	2.5323942670293253e-06
13621	HAPLN4	2.532334763144412e-06
13622	PFAS	2.5320857153799665e-06
13623	ACTL9	2.5320057876575783e-06
13624	CELA2A	2.5306619704369687e-06
13625	CCNJL	2.5283952430134085e-06
13626	OTOG	2.5282208700529594e-06
13627	ATP11C	2.5275090758070644e-06
13628	TMEM249	2.5270759622382985e-06
13629	CABS1	2.527021992902584e-06
13630	KRTAP4-2	2.5270033749679696e-06
13631	OR5D18	2.5263025149541922e-06
13632	KRTAP13-3	2.5246316439964157e-06
13633	WWC3	2.524024487110003e-06
13634	C1QTNF12	2.523525493596636e-06
13635	TOPAZ1	2.523047926997752e-06
13636	GATD1	2.521616356094693e-06
13637	NOSTRIN	2.520557709992905e-06
13638	ACAP3	2.5187846960321774e-06
13639	GPR22	2.5182250154077156e-06
13640	B4GAT1	2.5170358604303637e-06
13641	KBTBD4	2.5170102660393925e-06
13642	TAS2R20	2.5165600752545405e-06
13643	SLC35F1	2.515971321181625e-06
13644	CSHL1	2.5143450977382182e-06
13645	TATDN3	2.5143069149323818e-06
13646	KBTBD3	2.5122477784491936e-06
13647	DENND2B	2.5095163346418875e-06
13648	TMEM171	2.509488687522865e-06
13649	ZDHHC21	2.5091614471275272e-06
13650	DNAH12	2.509040557546705e-06
13651	AMN	2.5082948874195337e-06
13652	WDR91	2.5069938991450848e-06
13653	HIGD1B	2.506772005105641e-06
13654	SYT8	2.5064178898230143e-06
13655	NXNL1	2.5042321857012474e-06
13656	FAM199X	2.504187114312123e-06
13657	PRB2	2.5039427511886775e-06
13658	RNF223	2.50237079985647e-06
13659	LRRC37B	2.5003731936181455e-06
13660	GXYLT1	2.4998989341350435e-06
13661	MAIP1	2.4994404808275864e-06
13662	HTRA4	2.4993556249650866e-06
13663	RGPD8	2.4992071046297072e-06
13664	TBC1D28	2.4988503208046873e-06
13665	FRAS1	2.498176745040274e-06
13666	C12orf56	2.498118889133024e-06
13667	ZCCHC10	2.4978317260651785e-06
13668	CLPSL1	2.4969085431506117e-06
13669	LYPD5	2.496194251443712e-06
13670	PITHD1	2.4959652206984515e-06
13671	FAM3B	2.495855211453466e-06
13672	PROZ	2.4956095983053467e-06
13673	OR51D1	2.4955585649454157e-06
13674	EBF3	2.4954173567426473e-06
13675	PCDH11Y	2.495089079796979e-06
13676	HS3ST4	2.4936775077887357e-06
13677	PLEKHG6	2.492585613487868e-06
13678	ST20-MTHFS	2.4925770632335744e-06
13679	DAND5	2.4915076524319995e-06
13680	MTERF2	2.4914659882352503e-06
13681	TMEM94	2.4906657519635653e-06
13682	TCTN3	2.490510214723439e-06
13683	CRPPA	2.4902469641754235e-06
13684	ZFTA	2.4880579776848468e-06
13685	SERINC1	2.4877295328218887e-06
13686	ZFAT	2.4875085905651767e-06
13687	SLC13A5	2.4871136085373243e-06
13688	SYT5	2.4863318505528075e-06
13689	TIGD5	2.4862559600268816e-06
13690	MTFR1	2.486017608137423e-06
13691	ARSH	2.4859826806428665e-06
13692	REEP6	2.4849187165490466e-06
13693	PHTF1	2.4848811295655963e-06
13694	TAS2R40	2.484268753889354e-06
13695	TMCC2	2.484258201328919e-06
13696	MT1B	2.4841645063678385e-06
13697	MT1M	2.4837859218294163e-06
13698	BLOC1S5	2.483767859235435e-06
13699	ZNRF4	2.4833410375708254e-06
13700	ZFAND3	2.4823806652005878e-06
13701	CELF3	2.482301160020802e-06
13702	ZNF200	2.4810360465304647e-06
13703	TTC7B	2.4806587526434013e-06
13704	ACYP2	2.4805862370226475e-06
13705	FANCD2OS	2.47976405646769e-06
13706	PRR9	2.479367095182306e-06
13707	BOLA2B	2.47822710278057e-06
13708	ZDHHC3	2.477887208549468e-06
13709	CHST8	2.477092970395437e-06
13710	C5orf24	2.476946399872815e-06
13711	N4BP2L1	2.4751486422672443e-06
13712	CFAP77	2.4750819101764125e-06
13713	CHRNA10	2.474608561920959e-06
13714	A4GNT	2.473964669738226e-06
13715	SHROOM2	2.473782060909739e-06
13716	HAPSTR1	2.4735282241222578e-06
13717	SSX4B	2.4728743986035933e-06
13718	HAND1	2.4726611323347746e-06
13719	FBXO48	2.472545122243668e-06
13720	ZYG11B	2.472253452872881e-06
13721	SLC25A43	2.4722496343362904e-06
13722	SULT1A4	2.472246025022579e-06
13723	CMTM2	2.46988932758607e-06
13724	SFXN1	2.469442815921283e-06
13725	OR5B21	2.4691142184874284e-06
13726	OR8K1	2.469114218487428e-06
13727	GJB4	2.4685291461325177e-06
13728	TMEM86A	2.468350979287601e-06
13729	BOD1L2	2.468342707051735e-06
13730	YPEL5	2.4677411114521045e-06
13731	PLEKHA1	2.466530770822608e-06
13732	SLC18B1	2.4663594505347347e-06
13733	CYP4F11	2.4650472642873123e-06
13734	ZNF768	2.465035079042237e-06
13735	CFAP61	2.4648491867263956e-06
13736	SPHKAP	2.4644295979698783e-06
13737	JAKMIP1	2.4643116007432227e-06
13738	CHRNB1	2.462970618984161e-06
13739	COMTD1	2.462294647199151e-06
13740	JPT2	2.461371416578106e-06
13741	LRRC17	2.461267290776361e-06
13742	PRDM8	2.4610297227639046e-06
13743	SLC26A7	2.4607222065239935e-06
13744	NOTCH2NLB	2.460288995838293e-06
13745	HOGA1	2.4600288709687982e-06
13746	SLC4A11	2.4599733432485683e-06
13747	FNDC1	2.459445676361532e-06
13748	FGD2	2.458902386695589e-06
13749	GIMAP6	2.458116715617116e-06
13750	MBOAT7	2.456517500490107e-06
13751	DNAH10	2.456200340572937e-06
13752	GALNT7	2.4555047126672114e-06
13753	SLC35A1	2.4545367116579e-06
13754	PUS10	2.4536942025665797e-06
13755	CDIP1	2.453548362842975e-06
13756	EBAG9	2.4526333387615195e-06
13757	TTC34	2.452464111504281e-06
13758	COQ4	2.45232772271229e-06
13759	FETUB	2.4514727444414176e-06
13760	SLC9A4	2.4513711826719777e-06
13761	CYP4X1	2.4504264279781605e-06
13762	TMEM95	2.4503166337332647e-06
13763	LENG8	2.4491880683867837e-06
13764	OSBPL9	2.449102853242659e-06
13765	LEUTX	2.44839021801654e-06
13766	FXYD6-FXYD2	2.448219992830884e-06
13767	RLF	2.443721946766719e-06
13768	SERF2	2.443649158688282e-06
13769	CMTM4	2.4435840594045833e-06
13770	CEP85L	2.443421829303611e-06
13771	TMEM209	2.441961329378021e-06
13772	CCDC85C	2.440405417744255e-06
13773	SPRYD3	2.439753743256486e-06
13774	SMIM44	2.439136860608567e-06
13775	KRTAP4-12	2.437411125154436e-06
13776	PXMP4	2.4367199552419274e-06
13777	AADAC	2.436560904027162e-06
13778	CLNK	2.436496383046004e-06
13779	CSNK1G1	2.434905937451826e-06
13780	CNKSR3	2.4345635160992186e-06
13781	MRAP2	2.4337413450855855e-06
13782	TAS2R8	2.4334965872155107e-06
13783	GJD3	2.4331620007179088e-06
13784	ATP11B	2.4307367517753057e-06
13785	RGL4	2.430398377660652e-06
13786	TMEFF1	2.4303892873949963e-06
13787	ASPHD1	2.4300680564100215e-06
13788	NPM2	2.4296589780488377e-06
13789	TDRD6	2.4284966988413487e-06
13790	CCDC61	2.428087722242343e-06
13791	ZNF74	2.427714523661391e-06
13792	LRRC23	2.4273581217553402e-06
13793	PZP	2.424391879185598e-06
13794	SLC25A44	2.4243747483654535e-06
13795	PNCK	2.424003954141059e-06
13796	DEFB105A	2.4237552000784976e-06
13797	GPR171	2.4235283349558143e-06
13798	ZNF639	2.4234805300576402e-06
13799	LRRC8D	2.423377098831584e-06
13800	JAGN1	2.4231238504209953e-06
13801	SCIMP	2.422689292610627e-06
13802	TMCO6	2.4222262161581505e-06
13803	DSTYK	2.419040103518375e-06
13804	IMMP1L	2.4186630459876556e-06
13805	CEP170B	2.4186074359244763e-06
13806	S100Z	2.4170086390654845e-06
13807	DEFB126	2.4150324021198642e-06
13808	ARHGEF39	2.414867275797007e-06
13809	PET100	2.4132428497210206e-06
13810	C1QTNF1	2.4127738106855818e-06
13811	CCDC160	2.4127514197411658e-06
13812	GUCA2B	2.4127204076377944e-06
13813	FHIP1B	2.4125156948951387e-06
13814	PURB	2.412217221057357e-06
13815	CHRNA6	2.411860321858864e-06
13816	NYNRIN	2.41167367561282e-06
13817	OSR1	2.4103591417100992e-06
13818	LRRC8C	2.4095394103819085e-06
13819	HTR6	2.4090772228531385e-06
13820	MICA	2.4090469338199152e-06
13821	NOTCH2NLA	2.4088805273761293e-06
13822	ARPIN-AP3S2	2.408875006967801e-06
13823	UGT3A2	2.4084728957687204e-06
13824	TMEM185A	2.4080713969759898e-06
13825	PKD1L1	2.4078635755673325e-06
13826	TMEM91	2.404831530353446e-06
13827	ANKRD10	2.4044343441773864e-06
13828	RBMS2	2.4033966476171206e-06
13829	PANX2	2.4012953783207974e-06
13830	ZAR1	2.40126355856621e-06
13831	GPR149	2.3997530581819393e-06
13832	SLC9A5	2.3994508566657163e-06
13833	TMEM14C	2.3985483811228922e-06
13834	LRP3	2.3972270067862867e-06
13835	CDX4	2.395277686239742e-06
13836	PLAGL2	2.395079529116104e-06
13837	PCDHA4	2.3950032179820543e-06
13838	ZNRD2	2.3947465899976905e-06
13839	MTHFS	2.3947346962211025e-06
13840	MCUR1	2.3942291735481664e-06
13841	MPDU1	2.3936154360075076e-06
13842	NTN3	2.3928554754111273e-06
13843	TENM1	2.3914010230100493e-06
13844	SH2D7	2.3908890991296877e-06
13845	GSAP	2.3903702281520407e-06
13846	C1QL2	2.389966614385832e-06
13847	FUT6	2.3897582703196283e-06
13848	TECTA	2.389459918073387e-06
13849	ANGPTL1	2.3892987486825813e-06
13850	CILP2	2.388877115063901e-06
13851	SLC2A14	2.3888087278101e-06
13852	FUZ	2.387628440535803e-06
13853	CAND2	2.3875293237898046e-06
13854	TAS2R19	2.38746111204831e-06
13855	NLRP9	2.387314353917554e-06
13856	CT45A7	2.38706435313877e-06
13857	TSKU	2.3867994345889166e-06
13858	KCNK16	2.386035313982792e-06
13859	DNAJC15	2.3859925355349058e-06
13860	KRTAP1-3	2.3852526954738085e-06
13861	DELE1	2.384458229985794e-06
13862	ZNF213	2.384170080138651e-06
13863	TCAF1	2.3841645332560127e-06
13864	GSKIP	2.38391223055495e-06
13865	RDH8	2.3828752136245545e-06
13866	RIPPLY2	2.3824839569678964e-06
13867	CCDC34	2.382422885105869e-06
13868	P2RX5	2.381280027895396e-06
13869	FAM120C	2.3809069490472276e-06
13870	BIN3	2.3792527101765983e-06
13871	NBPF14	2.37852149737175e-06
13872	APOL6	2.3778794521289685e-06
13873	TBC1D30	2.377684988087688e-06
13874	HACD2	2.376889817961523e-06
13875	CCDC42	2.3766877809306027e-06
13876	TSPO2	2.3758609928914953e-06
13877	TMEM45A	2.375786730662984e-06
13878	FRMD7	2.3755392778826757e-06
13879	TSNAXIP1	2.3751465483435983e-06
13880	SYBU	2.3738369178661475e-06
13881	TMEM250	2.372517826783514e-06
13882	NPNT	2.371441067069503e-06
13883	CRACR2A	2.371292298021661e-06
13884	CCDC70	2.369537119695236e-06
13885	RBMY1J	2.368725617947296e-06
13886	ZNF816	2.367533510254365e-06
13887	PTPDC1	2.3665766673565434e-06
13888	BPNT1	2.3663759590902336e-06
13889	NPHP3-ACAD11	2.366280039836623e-06
13890	CFAP263	2.3662501958335304e-06
13891	IQCA1L	2.3661871817545068e-06
13892	IQCG	2.366123554760941e-06
13893	RBM33	2.3636588146752926e-06
13894	KRTAP4-8	2.363573226640644e-06
13895	TMIE	2.3633507177851156e-06
13896	PIGC	2.363099128375907e-06
13897	PATE3	2.3622888232358127e-06
13898	PPIAL4A	2.36220829270247e-06
13899	NAT8L	2.3621489687613077e-06
13900	CFAP47	2.361200914337894e-06
13901	KLHL1	2.360921124310413e-06
13902	ZFP64	2.360295540804666e-06
13903	KRBA1	2.3602935246783115e-06
13904	SULT4A1	2.3601451731665325e-06
13905	UNCX	2.358910582704286e-06
13906	KAZN	2.3585421682092765e-06
13907	EEF1AKMT2	2.3584377914065107e-06
13908	SATL1	2.35829947828596e-06
13909	TEPSIN	2.3579690182595218e-06
13910	C7orf57	2.357348046291153e-06
13911	VCX3A	2.3569252471363944e-06
13912	DEFB118	2.356886122780424e-06
13913	TMEM259	2.356259180199013e-06
13914	PWWP2A	2.3562497945552e-06
13915	PXT1	2.3562244419928213e-06
13916	PGA3	2.355076405699211e-06
13917	SLC35G6	2.354820244641333e-06
13918	CGGBP1	2.3543105577765104e-06
13919	MTX3	2.352650031779169e-06
13920	SBNO2	2.3511685135825944e-06
13921	BOLA1	2.351167245196001e-06
13922	CD302	2.3511334701764784e-06
13923	ZSCAN21	2.350696500406866e-06
13924	ADGRG2	2.350669922171942e-06
13925	RBAK	2.3505555069426843e-06
13926	C16orf92	2.3502558460622716e-06
13927	SERPINB7	2.3501817682110733e-06
13928	TRMT9B	2.34967351066169e-06
13929	RBMY1F	2.3492069428682014e-06
13930	TAAR5	2.349079053863978e-06
13931	CCDC86	2.3489081309541895e-06
13932	LILRA5	2.3482423166613743e-06
13933	ZNF831	2.3479743972602034e-06
13934	TBC1D2B	2.347867014245789e-06
13935	CD8B2	2.3476670056780673e-06
13936	KCNU1	2.3474543590746356e-06
13937	CHST10	2.347302009467548e-06
13938	PRM1	2.3470055362058564e-06
13939	SMIM19	2.3468001247939567e-06
13940	SLC39A5	2.3449425242164058e-06
13941	RNF150	2.3441793576021844e-06
13942	SP140L	2.3439842667269824e-06
13943	CFAP90	2.3433177552427844e-06
13944	SEMA4B	2.343114996141305e-06
13945	MAP6	2.343085424373308e-06
13946	PCDH17	2.3428235126570464e-06
13947	RIMBP2	2.3421410549330682e-06
13948	ENGASE	2.342102864081541e-06
13949	LY6D	2.341819704356459e-06
13950	CYP4Z1	2.3415039805346074e-06
13951	ABHD3	2.3410629310379384e-06
13952	ZNF862	2.3408770066886566e-06
13953	CT45A10	2.3403884151966117e-06
13954	EVI5L	2.3385355146329407e-06
13955	CFAP54	2.338418839829785e-06
13956	MIX23	2.3383968725445935e-06
13957	ARMCX2	2.3381337241832607e-06
13958	FAM72C	2.337796145309172e-06
13959	ARHGEF26	2.3377816396646463e-06
13960	KRTAP6-1	2.3350789817298194e-06
13961	CHST3	2.334901152712513e-06
13962	UBAP1L	2.3344514750394032e-06
13963	XK	2.3343418336480982e-06
13964	ARSJ	2.3340180668440346e-06
13965	CABCOCO1	2.3337743535226172e-06
13966	OR8U1	2.3335084180887843e-06
13967	BEAN1	2.3335063855188004e-06
13968	THUMPD2	2.3329411495642394e-06
13969	ADAMTSL4	2.332892041027862e-06
13970	CYYR1	2.3324107655842946e-06
13971	SLC13A1	2.332265355907404e-06
13972	RASL10B	2.3317453207699044e-06
13973	RAMAC	2.3312746727991985e-06
13974	PTGES3L	2.3308646560282584e-06
13975	ZNF214	2.330776719476266e-06
13976	RBM18	2.3279399183746612e-06
13977	ODAPH	2.327677217704273e-06
13978	PRRG3	2.3265041219886582e-06
13979	CABP5	2.3261678158992132e-06
13980	NIM1K	2.3252499229424553e-06
13981	PLLP	2.324934460117164e-06
13982	WBP1L	2.32480761802271e-06
13983	ARL14	2.324549740718124e-06
13984	BOLA2	2.3233896137352652e-06
13985	UBXN10	2.32310420452965e-06
13986	LSAMP	2.3228782132701843e-06
13987	TRIM7	2.3227043651945608e-06
13988	BCL2L15	2.32103553061724e-06
13989	CHST7	2.3209046023676212e-06
13990	TMEM256	2.3208034435918907e-06
13991	INSL5	2.32044907970234e-06
13992	C1orf159	2.3202864618904137e-06
13993	CT45A5	2.317445960723637e-06
13994	ALOXE3	2.3168839562600874e-06
13995	STEAP4	2.3151804127733554e-06
13996	GPRASP2	2.314986178552673e-06
13997	TRO	2.3140154568433945e-06
13998	RASSF10	2.3124589913761147e-06
13999	GALNT14	2.3123488318503026e-06
14000	PGGHG	2.311002278596292e-06
14001	KRTAP4-5	2.3107312031772268e-06
14002	APBA3	2.3106240782389296e-06
14003	CMTM3	2.310446149586126e-06
14004	PAGE4	2.3097540162327854e-06
14005	OLFML2B	2.3095993541393766e-06
14006	ENOSF1	2.3092444285404414e-06
14007	SLC26A8	2.3088169294957283e-06
14008	TCHHL1	2.3078812827712515e-06
14009	CT45A8	2.3072123862453934e-06
14010	CEP104	2.3065536138591526e-06
14011	CDRT4	2.3059688526800257e-06
14012	PGA4	2.3057779947096785e-06
14013	SERPINB9	2.3057184173367587e-06
14014	ZNF582	2.3055794026904695e-06
14015	FCGBP	2.3054708661975346e-06
14016	NAV2	2.3048236448760694e-06
14017	MEGF9	2.3045456908706796e-06
14018	VPS13D	2.3042451215662593e-06
14019	KRTAP2-1	2.302438585148545e-06
14020	DEFB130A	2.3012967487986394e-06
14021	PTAR1	2.30043063137156e-06
14022	SCGB3A1	2.3003578548227915e-06
14023	TMEM212	2.299686706071563e-06
14024	DEFB119	2.2995069541558005e-06
14025	NAP1L3	2.2988471930526608e-06
14026	PTGR3	2.29795987981248e-06
14027	SVBP	2.2977870130901676e-06
14028	DEFB124	2.2962587632954434e-06
14029	MOXD1	2.2953804058168308e-06
14030	SMIM21	2.2949832804264277e-06
14031	COA4	2.294695754138977e-06
14032	FERD3L	2.29452818013062e-06
14033	TMED4	2.291689256757757e-06
14034	PI15	2.290664705298075e-06
14035	VASN	2.290423964291295e-06
14036	DEFB123	2.2894932812063164e-06
14037	NXPH2	2.289469750487068e-06
14038	OR51E1	2.2885594293967787e-06
14039	C7orf50	2.2885414875678268e-06
14040	SLC35D1	2.288538906082461e-06
14041	CHPF2	2.288487561235814e-06
14042	TMEM120B	2.2883779390560178e-06
14043	THAP6	2.2883205168355138e-06
14044	VASH2	2.287769799028849e-06
14045	LYPD6	2.287386823435051e-06
14046	C14orf119	2.287338023042138e-06
14047	SMAP1	2.285413525512106e-06
14048	GPR26	2.284914535885506e-06
14049	EEF1AKMT1	2.284325149216733e-06
14050	RTF2	2.2835091717885167e-06
14051	GBP7	2.283274600714798e-06
14052	NINJ2	2.28230887449147e-06
14053	LRRC57	2.2819211886642203e-06
14054	DEFB108B	2.281899024542538e-06
14055	GPR50	2.281636010972789e-06
14056	RBMY1B	2.281420843562856e-06
14057	ARL6IP6	2.2810745942996273e-06
14058	LRRFIP2	2.280843184833672e-06
14059	MAGEA8	2.2802667996808234e-06
14060	DOP1B	2.280080057713722e-06
14061	CIMAP1D	2.279600303478076e-06
14062	DPY19L4	2.2795810792226848e-06
14063	CAPN5	2.2794199423357735e-06
14064	C5orf22	2.2788973238803697e-06
14065	CFAP92	2.2784630743678333e-06
14066	ZNF354C	2.27757085584719e-06
14067	SIGLEC6	2.276269644207563e-06
14068	PEX5L	2.276126451208626e-06
14069	MIF4GD	2.275970253068941e-06
14070	MGAT4D	2.274427595776953e-06
14071	OR2F1	2.2728144766961794e-06
14072	BCO2	2.272538082439839e-06
14073	DNASE1L2	2.272493728506042e-06
14074	PCNX3	2.2709431868221195e-06
14075	SLC25A29	2.270143253909869e-06
14076	PCDH8	2.269912445093135e-06
14077	KRTAP9-3	2.269874640284301e-06
14078	PINLYP	2.269665576129795e-06
14079	TMEM204	2.2692848132797008e-06
